Transaction_ID,Transaction_Time_Seconds,Hour_of_Day,Amount,Actual_Class,Actual_Label,Prediction,Fraud_Probability,Risk_Score,Risk_Level,Top_Predictive_Feature
TX_MON_11286,58525.0,16,4.49,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,log_amount
TX_MON_11287,50895.0,14,6.24,0,Legitimate,LEGITIMATE,0.001,0.1,LOW,V12
TX_MON_11288,117542.0,8,1.29,0,Legitimate,LEGITIMATE,0.0012,0.12,LOW,log_amount
TX_MON_11289,83385.0,23,166.74,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,V1
TX_MON_11290,163504.0,21,22.72,0,Legitimate,LEGITIMATE,0.0027,0.27,LOW,V4
TX_MON_11291,70229.0,19,3.79,1,Fraud,FRAUD,0.998,99.8,HIGH,V14
TX_MON_11292,135289.0,13,7.13,0,Legitimate,LEGITIMATE,0.0353,3.53,LOW,sin_hour
TX_MON_11293,118306.0,8,28.63,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,V22
TX_MON_11294,148327.0,17,429.89,0,Legitimate,LEGITIMATE,0.0326,3.26,LOW,Amount
TX_MON_11295,148468.0,17,0.76,1,Fraud,FRAUD,0.9952,99.52,HIGH,V14
TX_MON_11296,52934.0,14,0.76,1,Fraud,LEGITIMATE,0.1955,19.55,LOW,V4
TX_MON_11297,160763.0,20,0.89,0,Legitimate,LEGITIMATE,0.0008,0.08,LOW,sin_hour
TX_MON_11298,32695.0,9,95.5,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,V23
TX_MON_11299,30176.0,8,3.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,log_amount
TX_MON_11300,77148.0,21,8.94,0,Legitimate,LEGITIMATE,0.0009,0.09,LOW,V1
TX_MON_11301,143147.0,15,26.5,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V20
TX_MON_11302,121356.0,9,7.95,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,V22
TX_MON_11303,124998.0,10,49.99,0,Legitimate,LEGITIMATE,0.0008,0.08,LOW,V1
TX_MON_11304,146628.0,16,4.21,0,Legitimate,LEGITIMATE,0.0124,1.24,LOW,V1
TX_MON_11305,143224.0,15,376.0,0,Legitimate,LEGITIMATE,0.0012,0.12,LOW,Amount
TX_MON_11306,168973.0,22,70.16,0,Legitimate,LEGITIMATE,0.0074,0.74,LOW,V1
TX_MON_11307,127047.0,11,0.76,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,log_amount
TX_MON_11308,38357.0,10,915.0,0,Legitimate,LEGITIMATE,0.0016,0.16,LOW,Amount
TX_MON_11309,112051.0,7,2.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,cos_hour
TX_MON_11310,149733.0,17,8.99,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,cos_hour
TX_MON_11311,27701.0,7,105.58,0,Legitimate,LEGITIMATE,0.0009,0.09,LOW,V4
TX_MON_11312,148465.0,17,96.0,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,cos_hour
TX_MON_11313,82834.0,23,163.8,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,sin_hour
TX_MON_11314,79919.0,22,41.95,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,sin_hour
TX_MON_11315,111122.0,6,1.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V1
TX_MON_11316,127819.0,11,1.98,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,log_amount
TX_MON_11317,86990.0,0,6.31,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V6
TX_MON_11318,52508.0,14,139.0,0,Legitimate,LEGITIMATE,0.0055,0.55,LOW,sin_hour
TX_MON_11319,155666.0,19,5.16,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,cos_hour
TX_MON_11320,75060.0,20,32.55,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11321,47950.0,13,147.09,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,sin_hour
TX_MON_11322,171539.0,23,2.58,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,sin_hour
TX_MON_11323,121251.0,9,0.89,0,Legitimate,LEGITIMATE,0.0005,0.05,LOW,log_amount
TX_MON_11324,147003.0,16,26.0,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,cos_hour
TX_MON_11325,157416.0,19,43.52,0,Legitimate,LEGITIMATE,0.0005,0.05,LOW,cos_hour
TX_MON_11326,102619.0,4,1.0,1,Fraud,FRAUD,0.9981,99.81,HIGH,V14
TX_MON_11327,37842.0,10,1.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,log_amount
TX_MON_11328,43759.0,12,17.1,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V4
TX_MON_11329,130298.0,12,88.48,0,Legitimate,LEGITIMATE,0.0024,0.24,LOW,V1
TX_MON_11330,132261.0,12,0.99,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,V20
TX_MON_11331,143755.0,15,100.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V28
TX_MON_11332,146373.0,16,7.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V22
TX_MON_11333,50163.0,13,199.0,0,Legitimate,LEGITIMATE,0.0076,0.76,LOW,V1
TX_MON_11334,50134.0,13,2.31,0,Legitimate,LEGITIMATE,0.0039,0.39,LOW,log_amount
TX_MON_11335,111914.0,7,100.0,0,Legitimate,LEGITIMATE,0.0009,0.09,LOW,cos_hour
TX_MON_11336,63024.0,17,0.69,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,log_amount
TX_MON_11337,84433.0,23,221.97,0,Legitimate,LEGITIMATE,0.0005,0.05,LOW,sin_hour
TX_MON_11338,102669.0,4,0.0,1,Fraud,FRAUD,0.9983,99.83,HIGH,V14
TX_MON_11339,153510.0,18,3.74,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,cos_hour
TX_MON_11340,67998.0,18,3.59,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,cos_hour
TX_MON_11341,129972.0,12,73.0,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,sin_hour
TX_MON_11342,161354.0,20,33.9,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,sin_hour
TX_MON_11343,133631.0,13,329.79,0,Legitimate,LEGITIMATE,0.0009,0.09,LOW,Amount
TX_MON_11344,87320.0,0,208.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V14
TX_MON_11345,142157.0,15,14.68,0,Legitimate,LEGITIMATE,0.0147,1.47,LOW,V14
TX_MON_11346,14486.0,4,39.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,cos_hour
TX_MON_11347,30029.0,8,28.11,0,Legitimate,LEGITIMATE,0.0008,0.08,LOW,V4
TX_MON_11348,40371.0,11,1.0,0,Legitimate,LEGITIMATE,0.0027,0.27,LOW,V17
TX_MON_11349,52873.0,14,28.82,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,sin_hour
TX_MON_11350,50445.0,14,53.0,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,sin_hour
TX_MON_11351,159023.0,20,46.0,0,Legitimate,LEGITIMATE,0.0005,0.05,LOW,cos_hour
TX_MON_11352,92429.0,1,3.0,0,Legitimate,LEGITIMATE,0.2658,26.58,LOW,V4
TX_MON_11353,61348.0,17,7.68,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,cos_hour
TX_MON_11354,35362.0,9,0.77,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,log_amount
TX_MON_11355,160975.0,20,31.0,0,Legitimate,LEGITIMATE,0.0416,4.16,LOW,V8
TX_MON_11356,48629.0,13,231.0,0,Legitimate,LEGITIMATE,0.0005,0.05,LOW,sin_hour
TX_MON_11357,122656.0,10,81.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V1
TX_MON_11358,135176.0,13,13.99,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11359,55658.0,15,10.0,0,Legitimate,LEGITIMATE,0.0007,0.07,LOW,sin_hour
TX_MON_11360,77336.0,21,114.9,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,sin_hour
TX_MON_11361,51155.0,14,147.88,0,Legitimate,LEGITIMATE,0.0173,1.73,LOW,V4
TX_MON_11362,122108.0,9,95.65,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V28
TX_MON_11363,145593.0,16,122.0,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,V18
TX_MON_11364,48449.0,13,0.92,0,Legitimate,LEGITIMATE,0.0007,0.07,LOW,sin_hour
TX_MON_11365,131264.0,12,94.36,0,Legitimate,LEGITIMATE,0.0007,0.07,LOW,sin_hour
TX_MON_11366,124131.0,10,144.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V8
TX_MON_11367,42568.0,11,0.89,0,Legitimate,LEGITIMATE,0.001,0.1,LOW,V8
TX_MON_11368,30241.0,8,99.95,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V28
TX_MON_11369,81402.0,22,23.54,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,sin_hour
TX_MON_11370,53658.0,14,0.0,1,Fraud,FRAUD,0.9991,99.91,HIGH,V14
TX_MON_11371,118723.0,8,9.99,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V18
TX_MON_11372,62840.0,17,27.23,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,cos_hour
TX_MON_11373,50792.0,14,0.76,0,Legitimate,LEGITIMATE,0.0009,0.09,LOW,V4
TX_MON_11374,145768.0,16,216.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,cos_hour
TX_MON_11375,65358.0,18,31.91,1,Fraud,FRAUD,0.5727,57.27,MEDIUM,V26
TX_MON_11376,116416.0,8,124.0,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,V6
TX_MON_11377,52613.0,14,1.29,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,sin_hour
TX_MON_11378,46288.0,12,19.54,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,sin_hour
TX_MON_11379,74602.0,20,3.77,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,sin_hour
TX_MON_11380,130874.0,12,36.57,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,sin_hour
TX_MON_11381,75465.0,20,533.0,0,Legitimate,LEGITIMATE,0.0019,0.19,LOW,Amount
TX_MON_11382,80303.0,22,2.0,0,Legitimate,LEGITIMATE,0.0028,0.28,LOW,sin_hour
TX_MON_11383,145833.0,16,20.0,0,Legitimate,LEGITIMATE,0.0008,0.08,LOW,V8
TX_MON_11384,29088.0,8,2.67,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,log_amount
TX_MON_11385,156636.0,19,1.29,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V1
TX_MON_11386,75725.0,21,16.73,0,Legitimate,LEGITIMATE,0.0019,0.19,LOW,V17
TX_MON_11387,79085.0,21,835.0,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,Amount
TX_MON_11388,85849.0,23,1.0,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,sin_hour
TX_MON_11389,144183.0,16,3.94,0,Legitimate,LEGITIMATE,0.0067,0.67,LOW,V4
TX_MON_11390,73743.0,20,44.0,0,Legitimate,LEGITIMATE,0.0005,0.05,LOW,V17
TX_MON_11391,85743.0,23,1.0,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,V20
TX_MON_11392,31434.0,8,12.15,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,V4
TX_MON_11393,159457.0,20,9.42,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,sin_hour
TX_MON_11394,53476.0,14,429.21,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,V4
TX_MON_11395,166668.0,22,1.79,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11396,132573.0,12,85.53,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,sin_hour
TX_MON_11397,97685.0,3,80.0,0,Legitimate,LEGITIMATE,0.0039,0.39,LOW,V21
TX_MON_11398,83212.0,23,158.0,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,sin_hour
TX_MON_11399,120764.0,9,9.9,0,Legitimate,LEGITIMATE,0.0013,0.13,LOW,V14
TX_MON_11400,62330.0,17,1.0,1,Fraud,FRAUD,0.9878,98.78,HIGH,V14
TX_MON_11401,93879.0,2,30.31,1,Fraud,FRAUD,0.9995,99.95,HIGH,V14
TX_MON_11402,28807.0,8,9.99,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,V28
TX_MON_11403,81255.0,22,67.98,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,sin_hour
TX_MON_11404,70847.0,19,168.95,0,Legitimate,LEGITIMATE,0.0036,0.36,LOW,V23
TX_MON_11405,134293.0,13,36.41,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,sin_hour
TX_MON_11406,3744.0,1,16.21,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V12
TX_MON_11407,170121.0,23,9.83,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11408,122772.0,10,19.03,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V21
TX_MON_11409,128803.0,11,175.9,1,Fraud,FRAUD,0.9955,99.55,HIGH,V14
TX_MON_11410,70943.0,19,12.31,0,Legitimate,LEGITIMATE,0.0106,1.06,LOW,cos_hour
TX_MON_11411,90097.0,1,7.19,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,V10
TX_MON_11412,71682.0,19,750.25,0,Legitimate,LEGITIMATE,0.0016,0.16,LOW,Amount
TX_MON_11413,44499.0,12,27.2,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,sin_hour
TX_MON_11414,116003.0,8,29.99,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,V22
TX_MON_11415,52917.0,14,2.99,0,Legitimate,LEGITIMATE,0.0009,0.09,LOW,V1
TX_MON_11416,83934.0,23,1.0,1,Fraud,FRAUD,0.9971,99.71,HIGH,V14
TX_MON_11417,42916.0,11,1.0,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,sin_hour
TX_MON_11418,42146.0,11,39.0,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,sin_hour
TX_MON_11419,121629.0,9,4.49,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,V1
TX_MON_11420,46915.0,13,29.57,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11421,44108.0,12,23.72,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11422,20931.0,5,1.0,1,Fraud,FRAUD,0.9981,99.81,HIGH,V14
TX_MON_11423,102067.0,4,500.0,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,Amount
TX_MON_11424,120229.0,9,11.62,0,Legitimate,LEGITIMATE,0.0028,0.28,LOW,V11
TX_MON_11425,34435.0,9,5.52,0,Legitimate,LEGITIMATE,0.0049,0.49,LOW,V1
TX_MON_11426,155381.0,19,5.12,0,Legitimate,LEGITIMATE,0.0009,0.09,LOW,cos_hour
TX_MON_11427,147827.0,17,1.29,0,Legitimate,LEGITIMATE,0.0006,0.06,LOW,cos_hour
TX_MON_11428,145552.0,16,38.91,0,Legitimate,LEGITIMATE,0.0005,0.05,LOW,V19
TX_MON_11429,93599.0,1,1.0,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,V12
TX_MON_11430,49945.0,13,2.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,log_amount
TX_MON_11431,153224.0,18,19.98,0,Legitimate,LEGITIMATE,0.0034,0.34,LOW,cos_hour
TX_MON_11432,46176.0,12,1.98,0,Legitimate,LEGITIMATE,0.0013,0.13,LOW,sin_hour
TX_MON_11433,151727.0,18,46.53,0,Legitimate,LEGITIMATE,0.0032,0.32,LOW,cos_hour
TX_MON_11434,2018.0,0,187.0,0,Legitimate,LEGITIMATE,0.0021,0.21,LOW,V1
TX_MON_11435,12093.0,3,0.0,1,Fraud,FRAUD,0.9986,99.86,HIGH,V14
TX_MON_11436,58983.0,16,48.67,0,Legitimate,LEGITIMATE,0.0006,0.06,LOW,V20
TX_MON_11437,147326.0,16,551.53,0,Legitimate,LEGITIMATE,0.0768,7.68,LOW,Amount
TX_MON_11438,146227.0,16,37.04,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,V20
TX_MON_11439,130743.0,12,20.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V20
TX_MON_11440,72003.0,20,2.0,0,Legitimate,LEGITIMATE,0.0012,0.12,LOW,V11
TX_MON_11441,69489.0,19,49.95,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,cos_hour
TX_MON_11442,154493.0,18,35.0,1,Fraud,FRAUD,0.9964,99.64,HIGH,V14
TX_MON_11443,76217.0,21,7.99,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,V1
TX_MON_11444,39337.0,10,4.0,0,Legitimate,LEGITIMATE,0.0016,0.16,LOW,log_amount
TX_MON_11445,153515.0,18,11.9,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,cos_hour
TX_MON_11446,134280.0,13,26.44,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,sin_hour
TX_MON_11447,57399.0,15,94.99,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,V24
TX_MON_11448,40747.0,11,131.1,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11449,46801.0,13,337.13,0,Legitimate,LEGITIMATE,0.0016,0.16,LOW,Amount
TX_MON_11450,66764.0,18,1.5,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,cos_hour
TX_MON_11451,126517.0,11,7.49,0,Legitimate,LEGITIMATE,0.0019,0.19,LOW,V1
TX_MON_11452,124685.0,10,9.99,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,V26
TX_MON_11453,136229.0,13,50.6,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11454,52681.0,14,30.0,0,Legitimate,LEGITIMATE,0.0009,0.09,LOW,sin_hour
TX_MON_11455,147165.0,16,487.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,Amount
TX_MON_11456,81919.0,22,58.78,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,sin_hour
TX_MON_11457,56098.0,15,170.92,1,Fraud,FRAUD,0.9984,99.84,HIGH,V14
TX_MON_11458,53407.0,14,4.99,0,Legitimate,LEGITIMATE,0.003,0.3,LOW,sin_hour
TX_MON_11459,52517.0,14,10.1,0,Legitimate,LEGITIMATE,0.0068,0.68,LOW,V4
TX_MON_11460,102480.0,4,0.0,1,Fraud,FRAUD,0.9964,99.64,HIGH,V14
TX_MON_11461,162343.0,21,0.89,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11462,115672.0,8,11.5,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V6
TX_MON_11463,83796.0,23,33.76,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,sin_hour
TX_MON_11464,74095.0,20,25.0,0,Legitimate,LEGITIMATE,0.0016,0.16,LOW,sin_hour
TX_MON_11465,133508.0,13,7.18,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,sin_hour
TX_MON_11466,77900.0,21,12.31,0,Legitimate,LEGITIMATE,0.0968,9.68,LOW,V14
TX_MON_11467,152273.0,18,7.7,0,Legitimate,LEGITIMATE,0.0006,0.06,LOW,cos_hour
TX_MON_11468,58911.0,16,19.99,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,V28
TX_MON_11469,47886.0,13,45.64,0,Legitimate,LEGITIMATE,0.009,0.9,LOW,V4
TX_MON_11470,84134.0,23,2.69,0,Legitimate,LEGITIMATE,0.001,0.1,LOW,sin_hour
TX_MON_11471,18088.0,5,1218.89,1,Fraud,FRAUD,0.9973,99.73,HIGH,V14
TX_MON_11472,45014.0,12,1.0,0,Legitimate,LEGITIMATE,0.001,0.1,LOW,sin_hour
TX_MON_11473,43002.0,11,20.0,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,sin_hour
TX_MON_11474,78210.0,21,51.89,0,Legitimate,LEGITIMATE,0.001,0.1,LOW,V20
TX_MON_11475,120506.0,9,97.83,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,V7
TX_MON_11476,124476.0,10,12.85,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V23
TX_MON_11477,128136.0,11,52.95,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,sin_hour
TX_MON_11478,149582.0,17,1.1,1,Fraud,FRAUD,0.9989,99.89,HIGH,V14
TX_MON_11479,70917.0,19,36.9,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,cos_hour
TX_MON_11480,36774.0,10,16.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V20
TX_MON_11481,153671.0,18,24.93,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,cos_hour
TX_MON_11482,138063.0,14,3.59,0,Legitimate,LEGITIMATE,0.0048,0.48,LOW,sin_hour
TX_MON_11483,156234.0,19,0.69,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,log_amount
TX_MON_11484,153544.0,18,6.6,0,Legitimate,LEGITIMATE,0.0007,0.07,LOW,cos_hour
TX_MON_11485,170526.0,23,39.95,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,sin_hour
TX_MON_11486,111929.0,7,22.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,cos_hour
TX_MON_11487,152597.0,18,64.0,0,Legitimate,LEGITIMATE,0.0009,0.09,LOW,cos_hour
TX_MON_11488,79540.0,22,0.2,1,Fraud,LEGITIMATE,0.0014,0.14,LOW,V4
TX_MON_11489,40749.0,11,0.02,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,log_amount
TX_MON_11490,166425.0,22,391.5,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,Amount
TX_MON_11491,160205.0,20,5.91,0,Legitimate,LEGITIMATE,0.0044,0.44,LOW,V18
TX_MON_11492,163846.0,21,1.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V20
TX_MON_11493,167496.0,22,161.15,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,sin_hour
TX_MON_11494,123898.0,10,248.99,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V20
TX_MON_11495,154609.0,18,36.4,0,Legitimate,LEGITIMATE,0.0063,0.63,LOW,cos_hour
TX_MON_11496,135093.0,13,121.64,0,Legitimate,LEGITIMATE,0.0003,0.03,LOW,sin_hour
TX_MON_11497,68100.0,18,1.18,0,Legitimate,LEGITIMATE,0.0013,0.13,LOW,cos_hour
TX_MON_11498,149309.0,17,11.98,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,cos_hour
TX_MON_11499,37183.0,10,4.49,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,log_amount
TX_MON_11500,129843.0,12,1.51,0,Legitimate,LEGITIMATE,0.0042,0.42,LOW,V4
TX_MON_11501,70455.0,19,56.0,0,Legitimate,LEGITIMATE,0.0005,0.05,LOW,cos_hour
TX_MON_11502,63568.0,17,8.99,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,cos_hour
TX_MON_11503,76168.0,21,1.29,0,Legitimate,LEGITIMATE,0.0005,0.05,LOW,V11
TX_MON_11504,41138.0,11,340.11,1,Fraud,FRAUD,0.9985,99.85,HIGH,V14
TX_MON_11505,71665.0,19,1.98,0,Legitimate,LEGITIMATE,0.0009,0.09,LOW,log_amount
TX_MON_11506,84789.0,23,354.33,1,Fraud,FRAUD,0.8107,81.07,HIGH,Amount
TX_MON_11507,40766.0,11,10.94,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V4
TX_MON_11508,76253.0,21,121.9,0,Legitimate,LEGITIMATE,0.0005,0.05,LOW,V1
TX_MON_11509,49912.0,13,94.99,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11510,49873.0,13,1.52,0,Legitimate,LEGITIMATE,0.0011,0.11,LOW,V4
TX_MON_11511,25095.0,6,3.12,1,Fraud,FRAUD,0.8434,84.34,HIGH,V4
TX_MON_11512,61858.0,17,193.0,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,cos_hour
TX_MON_11513,136967.0,14,10.0,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,sin_hour
TX_MON_11514,35263.0,9,99.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V1
TX_MON_11515,80626.0,22,4.47,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,sin_hour
TX_MON_11516,120400.0,9,5.55,0,Legitimate,LEGITIMATE,0.0051,0.51,LOW,log_amount
TX_MON_11517,65238.0,18,9.99,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,cos_hour
TX_MON_11518,32396.0,8,436.13,0,Legitimate,LEGITIMATE,0.0007,0.07,LOW,V14
TX_MON_11519,111758.0,7,11.16,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,cos_hour
TX_MON_11520,47679.0,13,39.95,0,Legitimate,LEGITIMATE,0.0009,0.09,LOW,sin_hour
TX_MON_11521,14495.0,4,15.95,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,V12
TX_MON_11522,165607.0,22,90.16,0,Legitimate,LEGITIMATE,0.004,0.4,LOW,sin_hour
TX_MON_11523,164718.0,21,1.98,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,sin_hour
TX_MON_11524,114810.0,7,25.46,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,V27
TX_MON_11525,2652.0,0,82.18,0,Legitimate,LEGITIMATE,0.0023,0.23,LOW,sin_hour
TX_MON_11526,93824.0,2,8.54,1,Fraud,FRAUD,0.998,99.8,HIGH,V14
TX_MON_11527,128755.0,11,153.83,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11528,159044.0,20,809.75,0,Legitimate,LEGITIMATE,0.0254,2.54,LOW,V4
TX_MON_11529,73096.0,20,45.0,0,Legitimate,LEGITIMATE,0.0008,0.08,LOW,cos_hour
TX_MON_11530,72470.0,20,24.82,0,Legitimate,LEGITIMATE,0.001,0.1,LOW,cos_hour
TX_MON_11531,155006.0,19,4.71,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,cos_hour
TX_MON_11532,158002.0,19,3.7,0,Legitimate,LEGITIMATE,0.0006,0.06,LOW,log_amount
TX_MON_11533,2419.0,0,217.0,0,Legitimate,LEGITIMATE,0.0,0.0,LOW,Amount
TX_MON_11534,67243.0,18,36.05,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,cos_hour
TX_MON_11535,90233.0,1,9.7,0,Legitimate,LEGITIMATE,0.0005,0.05,LOW,V1
TX_MON_11536,90166.0,1,11.61,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,V12
TX_MON_11537,110552.0,6,80.22,1,Fraud,FRAUD,0.9897,98.97,HIGH,V14
TX_MON_11538,160968.0,20,0.0,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11539,146947.0,16,27.59,0,Legitimate,LEGITIMATE,0.0385,3.85,LOW,V14
TX_MON_11540,81278.0,22,2.99,0,Legitimate,LEGITIMATE,0.0004,0.04,LOW,sin_hour
TX_MON_11541,165008.0,21,0.89,0,Legitimate,LEGITIMATE,0.0001,0.01,LOW,sin_hour
TX_MON_11542,85109.0,23,46.12,0,Legitimate,LEGITIMATE,0.0002,0.02,LOW,V20
